name,planet_status,mass,radius,orbital_period,angular_distance,discovered,temp_measured,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_mass,star_radius,star_age,star_alternate_names
K2-111 b,Confirmed,0.01664,0.162,5.3518,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 210894022 b, 2MASS J03593351+2117552 b, EPIC 210894022.01, TIC 14227229 b, WISE J035933.62+211754.8 b",K2-111,59.889755,21.298685,11.1,,9.768,9.477,9.4,201.7,0.84,1.25,12.3,"2MASS 03593351 + 211755, Cl* Melotte 25 PELS 9, K2-111, 2MASS J03593351+2117552, EPIC 210894022, TIC 14227229, WISE J035933.62+211754.8"
K2-113 b,Confirmed,1.28,1.083,5.817685,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J01174783+0652080 b, EPIC 220504338 b, EPIC 220504338.01, WISE J011747.84+065207.8 b",K2-113,19.449286,6.868895,13.68,,12.347,11.998,,649.75,1.04,1.24,5.9,"2MASS J01174783+0652080, EPIC 220504338, WISE J011747.84+065207.8"
K2-114 b,Confirmed,1.85,0.952,11.391013,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-114 b, 2MASS J08313191+1155202 b, EPIC 211418729.01, WISE J083131.90+115520.1 b",K2-114,127.882965,11.922265,,,12.835,12.386,12.3,484.8,0.89,0.84,9.9,"2MASS J08313191+1155202, EPIC 211418729, WISE J083131.90+115520.1"
EPIC 211442297 b,Confirmed,0.84,1.115,20.273034,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,K2_215 b,K2-115,126.553444,12.281936,,,12.108,11.76,11.72,418.58,0.95,0.88,10.7,"2MASS J08261282+1216550, EPIC 211442297, WISE J082612.83+121654.7"
K2-124 b,Confirmed,0.033,0.259,6.413651,,2017,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"EPIC 212154564 b, 2MASS J08543387+2307584 b, EPIC 212154564.01, WISE J085433.86+230758.5 b",K2-124,133.64119,23.132891,,,12.838,12.227,,140.4,0.39,0.39,,"EPIC 212154564, 2MASS J08543387+2307584, WISE J085433.86+230758.5"
K2-132 b,Confirmed,0.49,1.3,9.1751,,2017,,Published in a refereed paper,Primary Transit,,,"K2-132 b, 2MASS J12083992-0844497 b, EPIC 228754001 b, EPIC 228754001.01, WISE J120839.91-084449.8 b",K2-132,182.166397,-8.747175,,,10.153,9.637,,620.41,1.08,3.85,8.5,"2MASS J12083992-0844497, EPIC 228754001, WISE J120839.91-084449.8"
K2-133 d,Confirmed,0.026,0.179,11.02454,,2017,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-133 d, 2MASS J04403562+2500361 d, EPIC 247887989 d, LP 358-499 d, WISE J044035.78+250035.5 d",K2-133,70.148567,25.010006,,,11.084,10.487,,75.2,0.46,0.46,,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361, EPIC 247887989, LP 358-499, WISE J044035.78+250035.5"
K2-133 b,Confirmed,0.0069,0.12,3.07133,,2017,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-133 b, 2MASS J04403562+2500361 b, EPIC 247887989 b, LP 358-499 b, WISE J044035.78+250035.5 b",K2-133,70.148567,25.010006,,,11.084,10.487,,75.2,0.46,0.46,,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361, EPIC 247887989, LP 358-499, WISE J044035.78+250035.5"
K2-133 c,Confirmed,0.01,0.143,4.86784,,2017,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-133  c, 2MASS J04403562+2500361 c, EPIC 247887989 c, LP 358-499 c, WISE J044035.78+250035.5 c",K2-133,70.148567,25.010006,,,11.084,10.487,,75.2,0.46,0.46,,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361, EPIC 247887989, LP 358-499, WISE J044035.78+250035.5"
K2-137 b,Confirmed,0.5,0.079,0.179715,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,,"EPIC 228813918 b, 2MASS J12272899-0611428 b, WISE J122728.92-061142.7 b",K2-137,186.870728,-6.195224,15.498,,11.764,11.126,,99.15,0.46,0.44,,"2MASS J12272899-0611428, EPIC  228813918, EPIC 228813918, WISE J122728.92-061142.7"
K2-138 f,Confirmed,0.005,0.251,12.75759,,2017,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 f, EPIC 245950175 f, WISE J231547.76-105059.0 f",K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-138 b,Confirmed,0.0098,0.14,2.35322,,2017,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 b, EPIC 245950175 b, WISE J231547.76-105059.0 b",K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-138 c,Confirmed,0.0198,0.225,3.55987,,2017,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 c, EPIC 245950175 c, WISE J231547.76-105059.0 c",K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-138 g,Confirmed,0.0135,0.2688,41.96797,,2018,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-138 d,Confirmed,0.0249,0.237,5.40478,,2017,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 d, EPIC 245950175 d, WISE J231547.76-105059.0 d",K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-138 e,Confirmed,0.0409,0.294,8.26144,,2017,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 e, EPIC 245950175 e, WISE J231547.76-105059.0 e",K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183.0,0.93,0.86,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0"
K2-139 b,Confirmed,0.381,0.813,28.380619,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19161596-1754384 b, EPIC 218916923 b, EPIC 218916923.01, TYC 6300-2008-1 b, WISE J191615.99-175438.5 b",K2-139,289.066528,-17.910688,11.7,,10.177,9.768,,154.6,0.96,0.88,1.8,"2MASS J19161596-1754384, EPIC 218916923, TYC 6300-2008-1, WISE J191615.99-175438.5"
K2-140 b,Confirmed,0.93,1.093,6.56918,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-140 b, 2MASS J12323296-0936274 b, EPIC 228735255 b, EPIC 228735255.01, WISE J123232.95-093627.3 b",K2-140,188.137344,-9.60764,12.6,,11.421,11.068,,341.6,1.0,0.99,9.8,"EPIC 228735255, WISE J123232.95-093627.3"
K2-146 b,Confirmed,0.01816,0.183,2.6446,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J08400641+1905346 b, EPIC 211924657 b, EPIC 211924657.01, WISE J084006.41+190533.1 b",K2-146,130.026779,19.092878,16.25,,12.183,11.605,,79.31,0.33,0.33,5.0,"UCAC3 219-93463, 2MASS J08400641+1905346, K2-146, EPIC 211924657, WISE J084006.41+190533.1"
K2-146 c,Confirmed,0.02358,0.195,4.00498,,2019,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"2MASS J08400641+1905346 c, EPIC 211924657 c, WISE J084006.41+190533.1 c",K2-146,130.026779,19.092878,16.25,,12.183,11.605,,79.31,0.33,0.33,5.0,"UCAC3 219-93463, 2MASS J08400641+1905346, K2-146, EPIC 211924657, WISE J084006.41+190533.1"
K2-155 c,Confirmed,0.0205,0.232,13.85,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 c, EPIC 210897587 c, 2MASS J04215245+2121131 c, LP 415-17 c, WISE J042152.63+212112.2 c",K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82.0,0.65,0.58,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2"
K2-155 d,Confirmed,0.0154,0.17,40.718,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 210897587 d, K2-155 d, 2MASS J04215245+2121131 d, LP 415-17 d, WISE J042152.63+212112.2 d",K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82.0,0.65,0.58,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2"
K2-155 b,Confirmed,0.0148,0.161,6.342,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 b, EPIC 210897587 b, 2MASS J04215245+2121131 b, LP 415-17 b, WISE J042152.63+212112.2 b",K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82.0,0.65,0.58,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2"
K2-174 b,Confirmed,0.0289,0.232,19.562307,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J04031027+1620509 b, EPIC 210558622 b, EPIC 210558622.01, WISE J040310.30+162050.1 b",K2-174,60.792843,16.347446,,,10.231,9.649,,100.1,0.7,0.68,,"2MASS J04031027+1620509, EPIC 210558622, WISE J040310.30+162050.1"
K2-18 b,Confirmed,0.02807,0.211,32.939623,,2015,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"EPIC 201912552 b, 2MASS J11301450+0735180 b, EPIC 201912552.01, WISE J113014.45+073516.8 b",K2-18,172.560455,7.588391,13.5,,9.763,9.135,,38.07,0.36,0.41,,"EPIC 201912552, 2MASS J11301450+0735180, WISE J113014.45+073516.8"
K2-180 b,Confirmed,0.036,0.206,8.867209,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J08255135+1014491 b, EPIC 211319617 b, EPIC 211319617.01, WISE J082551.41+101448.1 b",K2-180,126.463936,10.246968,12.6,,11.146,10.747,,204.51,0.72,0.72,9.5,"2MASS J08255135+1014491, EPIC 211319617, WISE J082551.41+101448.1"
K2-182 b,Confirmed,0.063,0.24,4.7369683,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J08404327+1058585 b, EPIC 211359660 b, EPIC 211359660.01, WISE J084043.22+105858.6 b",K2-182,130.180328,10.982941,,,10.408,9.994,,155.9,0.88,0.8,,"2MASS J08404327+1058585, EPIC 211359660, WISE J084043.22+105858.6"
K2-19 c,Confirmed,0.034,0.434,11.90715,,2015,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J11395048+0036129 c, EPIC 201505350 c, EPIC 201505350.01, WISE J113950.46+003612.9 c",K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,0.93,0.86,8.0,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9"
K2-19 d,Confirmed,0.031,0.102,2.50856,,2016,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"EPIC 201505350 d, 2MASS J11395048+0036129 d, EPIC 201505350.03, WISE J113950.46+003612.9 d",K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,0.93,0.86,8.0,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9"
K2-19 b,Confirmed,0.1019,0.691,7.9194,,2015,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J11395048+0036129 b, EPIC 201505350 b, EPIC 201505350.02, WISE J113950.46+003612.9 b",K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,0.93,0.86,8.0,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9"
K2-199 b,Confirmed,0.0217,0.1543,3.2253993,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J13553641-0608100 b, EPIC 212779596 b, EPIC 212779596.01, WISE J135536.36-060809.9 b",K2-199,208.901703,-6.136143,,,10.277,9.726,,107.97,0.73,0.68,,"2MASS J13553641-0608100, EPIC 212779596, WISE J135536.36-060809.9"
K2-199 c,Confirmed,0.039,0.2543,7.3744897,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J13553641-0608100 c, EPIC 212779596 c, EPIC 212779596.02, WISE J135536.36-060809.9 c",K2-199,208.901703,-6.136143,,,10.277,9.726,,107.97,0.73,0.68,,"2MASS J13553641-0608100, EPIC 212779596, WISE J135536.36-060809.9"
K2-216 b,Confirmed,0.02517,0.156,2.1748,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J00455526+0620490 b, EPIC 220481411 b, EPIC 220481411.01, WISE J004555.25+062049.2 b",K2-216,11.480249,6.346971,12.48,,10.394,9.856,,115.84,0.7,0.72,,"2MASS J00455526+0620490, EPIC 220481411, WISE J004555.25+062049.2"
K2-22 b,Confirmed,1.4,0.223,0.381078,,2015,,Published in a refereed paper,Primary Transit,,Primary Transit,"K2-22 b, 2MASS J11175587+0237086 b, EPIC 201637175 A b, EPIC 201637175 b, EPIC 201637175.01, K2-22 A b, WISE J111755.84+023708.4 b",K2-22,169.482819,2.61907,17.0,,12.726,12.088,,245.53,0.6,0.57,,"EPIC 201637175, K2-22, 2MASS J11175587+0237086, EPIC 201637175 A, K2-22 A, WISE J111755.84+023708.4"
K2-222 b,Confirmed,0.025,0.2097,15.3885,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,,"2MASS J01055095+1145123 b, EPIC 220709978 b, EPIC 220709978.01, TYC 615-587-1 b, WISE J010550.98+114513.0 b",K2-222,16.46228,11.753423,,,8.423,8.169,,101.59,1.0,1.09,,"2MASS J01055095+1145123, EPIC 220709978, TYC 615-587-1, WISE J010550.98+114513.0"
K2-229 b,Confirmed,0.00815,0.102,0.58426,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12272958-0643188 b, EPIC 228801451 b, EPIC 228801451.01, TYC 4947-834-1 b, WISE J122729.52-064318.6 b",K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,0.87,0.79,5.4,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6"
K2-229 d,Confirmed,0.079,0.2364,31.0,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,0.87,0.79,5.4,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6"
K2-229 c,Confirmed,0.067,0.181,8.32727,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12272958-0643188 c, EPIC 228801451 c, EPIC 228801451.02, TYC 4947-834-1 c, WISE J122729.52-064318.6 c",K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,0.87,0.79,5.4,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6"
K2-232 b,Confirmed,0.398,1.0,11.168454,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-232 b, EPIC 247098361 b, 2MASS J04550395+1839164 b, BD+18 753 b, GSC 01284-00745 b, HD 286123 b, TYC 1284-745-1 b, WISE J045504.00+183915.8 b",K2-232,73.76651,18.654535,9.8,,8.739,8.48,,131.21,1.19,1.16,1.43,"K2-232, EPIC 247098361, 2MASS J04550395+1839164, BD+18 753, EPIC 247098361, GSC 01284-00745, HD 286123, TYC 1284-745-1, WISE J045504.00+183915.8"
K2-233 b,Confirmed,0.0104,0.125,2.46746,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J15215519-2013539 b, EPIC 249622103 b, TYC 6179-186-1 b, WISE J152155.18-201354.2 b",K2-233,230.47998,-20.231684,10.0,,8.968,8.501,,67.64,0.8,0.74,0.36,"EPIC 249622103, 2MASS J15215519-2013539, TYC 6179-186-1, WISE J152155.18-201354.2"
K2-233 d,Confirmed,0.0261,0.236,24.3662,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J15215519-2013539 d, EPIC 249622103 d, TYC 6179-186-1 d, WISE J152155.18-201354.2 d",K2-233,230.47998,-20.231684,10.0,,8.968,8.501,,67.64,0.8,0.74,0.36,"EPIC 249622103, 2MASS J15215519-2013539, TYC 6179-186-1, WISE J152155.18-201354.2"
K2-237 b,Confirmed,1.236,1.642,2.1805577,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J16550453-2842380 b, EPIC 229426032 b, WISE J165504.52-284238.0 b",K2-237,253.76889,-28.710564,11.6,,10.508,10.268,,309.5,1.23,1.38,,"EPIC 229426032, 2MASS 6550453-2842380, 2MASS J16550453-2842380, WISE J165504.52-284238.0"
K2-238 b,Confirmed,0.86,1.3,3.20466,,2018,,Published in a refereed paper,Primary Transit,,,"2MASS J23104905-0751270 b, EPIC 246067459 b, WISE J231049.06-075127.2 b",K2-238,347.704346,-7.857499,13.75,,12.464,12.095,,453.0,1.19,1.59,5.63,"2MASS J23104905-0751270, EPIC 246067459, WISE J231049.06-075127.2"
K2-239 d,Confirmed,0.0041,0.098,10.115,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 d, 2MASS J10422263+0426287 d, EPIC 248545986 d, WISE J104222.60+042628.8 d",K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49.0,0.4,0.36,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8"
K2-239 b,Confirmed,0.0044,0.098,5.24,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 b, 2MASS J10422263+0426287 b, EPIC 248545986 b, WISE J104222.60+042628.8 b",K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49.0,0.4,0.36,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8"
K2-239 c,Confirmed,0.0028,0.089,7.775,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 c, 2MASS J10422263+0426287 c, EPIC 248545986 c, WISE J104222.60+042628.8 c",K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49.0,0.4,0.36,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8"
K2-24 b,Confirmed,0.05978,0.482,20.88977,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 203771098 b, 2MASS J16101770-2459251 b, EPIC 203771098.02, TYC 6784-837-1 b, WISE J161017.64-245925.8 b",K2-24,242.573715,-24.990332,11.648,10.64,9.635,9.294,9.18,171.39,1.07,1.16,5.0,"EPIC 203771098, 2MASS 16101770-2459251, 2MASS J16101770-2459251, TYC 6784-837-1, WISE J161017.64-245925.8"
K2-24 c,Confirmed,0.04845,0.669,42.3391,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 203771098 c, 2MASS J16101770-2459251 c, EPIC 203771098.01, TYC 6784-837-1 c, WISE J161017.64-245925.8 c",K2-24,242.573715,-24.990332,11.648,10.64,9.635,9.294,9.18,171.39,1.07,1.16,5.0,"EPIC 203771098, 2MASS 16101770-2459251, 2MASS J16101770-2459251, TYC 6784-837-1, WISE J161017.64-245925.8"
K2-240 c,Confirmed,0.0145,0.161,20.523,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-240 c, 2MASS J15112391-1752307 c, EPIC 249801827 c, WISE J151123.86-175231.2 c",K2-240,227.849609,-17.875217,13.92,11.994,10.394,9.745,,70.0,0.58,0.54,,"K2-240, 2MASS J15112391-1752307, EPIC 249801827, WISE J151123.86-175231.2"
K2-240 b,Confirmed,0.0157,0.178,6.034,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-240 b, 2MASS J15112391-1752307 b, EPIC 249801827 b, WISE J151123.86-175231.2 b",K2-240,227.849609,-17.875217,13.92,11.994,10.394,9.745,,70.0,0.58,0.54,,"K2-240, 2MASS J15112391-1752307, EPIC 249801827, WISE J151123.86-175231.2"
K2-260 b,Confirmed,1.42,1.552,2.6266657,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246911830 b, 2MASS J05072816+1652037 b, WISE J050728.15+165203.7 b",K2-260,76.867325,16.867718,12.69,,11.4,11.189,,676.32,1.39,1.69,1.9,"K2-260, 2MASS J05072816+1652037, EPIC 246911830, WISE J050728.15+165203.7"
K2-261 b,Confirmed,0.223,0.85,11.63344,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 201498078 b, 2MASS J10520778+0029359 b, TYC 255-257-1 b, WISE J105207.76+002935.6 b",K2-261,163.032425,0.493352,10.6,,9.337,8.92,,214.58,1.1,1.65,8.8,"EPIC 201498078, 2MASS J10520778+0029359, TYC 255-257-1, WISE J105207.76+002935.6"
K2-263 b,Confirmed,0.0466,0.215,50.818947,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC211682544 b,K2-263,129.682388,15.680626,11.6,,10.216,9.814,,163.23,0.88,0.85,7.0,"2-MASS J08384378+1540503, EPIC211682544, 2MASS J08384378+1540503, EPIC 211682544, WISE J083843.73+154050.2"
K2-265 b,Confirmed,0.02058,0.153,2.369172,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J22480755-1429407 b, EPIC 206011496 b, EPIC 206011496.01, TYC 5818-486-1 b, WISE J224807.58-142941.1 b",K2-265,342.031525,-14.494689,11.1,,9.726,9.312,,139.22,0.92,0.98,9.7,"2MASS J22480755-1429407, EPIC 206011496, TYC 5818-486-1, WISE J224807.58-142941.1"
K2-266 b,Confirmed,0.0355,0.294,0.658524,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 b, EPIC 248435473 A b, EPIC 248435473 b, K2-266 A b, WISE J103144.54+005614.5 b",K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.69,0.7,8.4,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5"
K2-266 d,Confirmed,0.028,0.261,14.697,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 d, EPIC 248435473 A d, EPIC 248435473 d, K2-266 A d, WISE J103144.54+005614.5 d",K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.69,0.7,8.4,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5"
K2-266 e,Confirmed,0.04499,0.244,19.482,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 e, EPIC 248435473 A e, EPIC 248435473 e, K2-266 A e, WISE J103144.54+005614.5 e",K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.69,0.7,8.4,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5"
K2-266 c,Confirmed,0.00091,0.063,7.814,,2018,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 c, EPIC 248435473 A c, EPIC 248435473 c, K2-266 A c, WISE J103144.54+005614.5 c",K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.69,0.7,8.4,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5"
K2-27 b,Confirmed,0.09722,0.4,6.771315,,2016,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 201546283 b, 2MASS J11260363+0113505 b, EPIC 201546283.01, K2-27 B b, WISE J112603.64+011350.2 b",K2-27,171.515167,1.230738,,,11.157,10.794,,251.43,0.87,0.89,10.3,"EPIC 201546283, 2MASS J11260363+0113505, K2-27 B, WISE J112603.64+011350.2"
K2-280 b,Confirmed,0.1167,0.684,19.895202,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19262288-2214514 b, EPIC 216494238 b, EPIC 216494238.01, WISE J192622.88-221451.6 b",K2-280,291.595337,-22.247662,12.5,,11.141,10.854,,396.9,1.11,1.28,8.96,"2MASS J19262288-2214514, EPIC 216494238, WISE J192622.88-221451.6"
K2-285 d,Confirmed,0.02045,0.221,10.45582,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 d, 2MASS J23173222+0118010 d, WISE J231732.23+011800.6 d",K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,0.83,0.79,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6"
K2-285 e,Confirmed,0.03367,0.174,14.76289,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 e, 2MASS J23173222+0118010 e, WISE J231732.23+011800.6 e",K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,0.83,0.79,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6"
K2-285 b,Confirmed,0.03046,0.231,3.471745,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 b, 2MASS J23173222+0118010 b, WISE J231732.23+011800.6 b",K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,0.83,0.79,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6"
K2-285 c,Confirmed,0.04933,0.315,7.138048,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 c, 2MASS J23173222+0118010 c, WISE J231732.23+011800.6 c",K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,0.83,0.79,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6"
K2-286 b,Confirmed,0.0214,0.187,27.359,,2018,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J15332868-1646234 b, EPIC 249889081 b, WISE J153328.73-164624.7 b",K2-286,233.369568,-16.773256,12.8,11.628,10.127,9.518,,76.32,0.64,0.62,,"2MASS J15332868-1646234, EPIC 249889081, WISE J153328.73-164624.7"
